borrowerage,maritalstatus,householdsize,dependents,region,level,borrowercreditscore,employmentstatus,inflationrate,repaymentplan,collectionefforts,loanamount,remainingamount,interestratechange,lossdefault
25,Single,3,3,North,Diploma,665,Self-employed,13.02,Voluntary,No Collectioneffort,1760000,1175966.34,1.88,Default
28,Married,3,1,Central,Degree,653,Self-employed,8.97,Salary,No Collectioneffort,880000,362258.14,1.07,No Default
22,Married,1,1,North,Diploma,743,Employed,11.53,Salary,No Collectioneffort,4000000,1997276.64,1.93,Default
29,Divorced,4,0,Central,Degree,666,Self-employed,8.88,Salary,Reminders,1760000,1486628.35,1.97,Default
24,Married,2,1,Central,Degree,644,Unemployed,7.41,Voluntary,Reminders,2000000,1460195.26,1.24,Default
31,Divorced,3,4,North,Degree,604,Employed,13.18,Voluntary,No Collectioneffort,2000000,505425.86,0.62,No Default
22,Single,3,5,North,Degree,666,Employed,5.16,Salary,No Collectioneffort,1760000,1417036.84,0.17,Default
22,Single,3,6,North,Degree,678,Employed,9.98,Salary,No Collectioneffort,1760000,1618698.62,0.49,Default
20,Divorced,3,1,North,Degree,735,Employed,19.03,Salary,Notices,2000000,633270.81,0.43,No Default
27,Married,3,3,North,Degree,639,Unemployed,19.5,Voluntary,Notices,4000000,3676636.55,0.64,Default
37,Single,1,2,South,Degree,661,Employed,12.77,Salary,No Collectioneffort,1760000,846970.14,0.55,No Default
34,Married,1,1,South,Diploma,635,Employed,17.16,Voluntary,No Collectioneffort,4000000,1623171.72,0.43,Default
19,Married,4,3,North,Diploma,679,Unemployed,6.11,Voluntary,Reminders,4000000,540645.0,1.7,Default
19,Married,3,3,Central,Degree,681,Employed,17.74,Salary,No Collectioneffort,4000000,968325.58,0.9,Default
28,Married,4,0,Central,Degree,623,Employed,10.47,Salary,No Collectioneffort,4000000,3668193.48,0.46,No Default
37,Married,3,5,South,Diploma,652,Unemployed,13.78,Salary,No Collectioneffort,1760000,1323076.46,0.84,Default
37,Married,3,3,North,Degree,655,Self-employed,3.91,Voluntary,Notices,1760000,430429.05,0.13,No Default
22,Married,3,2,North,Diploma,666,Self-employed,9.22,Voluntary,Calls,4000000,1733214.35,1.88,Default
37,Married,2,4,North,Diploma,702,Employed,8.06,Salary,Notices,1760000,417757.94,0.92,No Default
22,Married,3,1,Central,Degree,725,Employed,8.1,Salary,No Collectioneffort,4000000,2506911.61,0.68,Default
24,Married,4,3,Central,Degree,578,Employed,5.33,Voluntary,No Collectioneffort,880000,317289.41,0.16,No Default
31,Single,5,2,North,Degree,697,Employed,14.5,Voluntary,No Collectioneffort,4000000,3518371.25,1.95,Default
34,Single,3,1,North,Degree,602,Employed,12.6,Voluntary,Notices,4000000,2338613.1,1.08,Default
36,Married,2,0,Central,Degree,678,Unemployed,12.59,Voluntary,No Collectioneffort,4000000,3660909.71,0.43,Default
32,Single,4,3,North,Diploma,665,Self-employed,7.16,Voluntary,No Collectioneffort,4000000,2614247.88,0.94,Default
22,Single,4,4,North,Degree,618,Employed,6.32,Salary,Notices,1760000,384782.1,0.65,No Default
37,Single,4,5,Central,Diploma,726,Employed,10.62,Salary,Calls,4000000,1352150.92,1.36,No Default
33,Single,3,0,North,Degree,627,Self-employed,7.6,Voluntary,Calls,2000000,1846706.27,0.49,No Default
25,Married,4,0,Central,Degree,699,Employed,3.74,Salary,Reminders,880000,488693.79,1.63,No Default
35,Single,1,2,North,Degree,651,Employed,16.14,Salary,Calls,4000000,402694.05,1.85,No Default
34,Single,3,4,South,Degree,568,Employed,7.0,Salary,Calls,880000,148181.07,1.1,No Default
39,Married,1,3,South,Degree,643,Employed,19.92,Salary,Calls,880000,835082.91,0.26,No Default
21,Married,3,1,Central,Degree,683,Self-employed,13.59,Salary,Calls,2000000,567326.82,0.54,No Default
22,Single,3,2,North,Degree,634,Employed,17.31,Salary,Reminders,4000000,2237360.36,0.3,Default
28,Single,1,0,North,Degree,603,Employed,11.96,Voluntary,No Collectioneffort,4000000,3512972.19,0.75,No Default
27,Divorced,3,2,North,Degree,680,Unemployed,18.66,Voluntary,Calls,1760000,1708319.65,0.33,Default
32,Single,1,0,South,Degree,636,Self-employed,6.03,Salary,No Collectioneffort,1760000,571129.81,0.6,No Default
36,Divorced,1,0,South,Diploma,645,Self-employed,7.86,Salary,Calls,4000000,3241704.82,0.68,No Default
33,Single,2,3,North,Diploma,584,Employed,5.98,Salary,Calls,4000000,3006145.76,1.48,Default
36,Single,3,1,South,Degree,723,Employed,17.0,Salary,Calls,4000000,1110537.25,0.91,No Default
25,Single,1,0,North,Degree,728,Employed,6.14,Salary,No Collectioneffort,1760000,620898.13,0.45,No Default
17,Single,1,1,North,Degree,628,Employed,13.15,Salary,Calls,1760000,715682.74,0.45,No Default
19,Married,2,0,South,Diploma,614,Employed,13.78,Salary,No Collectioneffort,4000000,3622545.34,0.52,Default
37,Divorced,1,1,North,Diploma,769,Unemployed,17.62,Salary,No Collectioneffort,2000000,1906055.61,0.13,Default
39,Divorced,2,0,South,Degree,663,Unemployed,6.04,Salary,Calls,1760000,1345855.67,1.25,Default
25,Married,3,0,Central,Diploma,609,Self-employed,15.68,Salary,Reminders,1760000,1157511.38,1.02,Default
38,Married,3,0,Central,Diploma,662,Employed,5.79,Voluntary,No Collectioneffort,4000000,3330036.0,1.09,Default
35,Married,5,1,North,Diploma,651,Employed,19.98,Voluntary,Reminders,880000,122174.36,0.66,Default
29,Married,1,0,South,Degree,709,Employed,17.95,Salary,Notices,1760000,1523181.93,1.15,Default
39,Single,4,1,North,Degree,765,Unemployed,6.03,Salary,No Collectioneffort,2000000,503161.07,0.78,No Default
30,Single,2,1,Central,Degree,648,Self-employed,15.33,Salary,Reminders,1760000,1169154.38,0.61,Default
36,Married,2,3,Central,Degree,685,Employed,18.92,Voluntary,Reminders,4000000,1994625.05,1.98,Default
35,Married,2,3,Central,Degree,627,Self-employed,4.58,Voluntary,Notices,4000000,2232377.15,0.77,No Default
39,Married,1,3,South,Degree,587,Employed,14.56,Voluntary,Calls,4000000,2162114.61,0.97,Default
23,Married,3,1,South,Degree,653,Employed,18.3,Salary,Calls,4000000,3857318.44,0.23,Default
20,Married,4,0,North,Degree,556,Employed,13.89,Salary,No Collectioneffort,4000000,3381012.01,1.67,Default
28,Married,4,1,Central,Degree,777,Self-employed,12.78,Voluntary,No Collectioneffort,1760000,800273.61,1.32,Default
39,Divorced,5,2,South,Degree,702,Self-employed,3.63,Voluntary,No Collectioneffort,1760000,1550783.1,1.89,Default
30,Single,4,1,Central,Degree,665,Self-employed,11.63,Voluntary,Calls,1760000,1638345.68,1.17,Default
18,Divorced,3,2,South,Degree,561,Self-employed,18.5,Voluntary,Notices,2000000,950461.27,0.91,Default
17,Married,3,2,Central,Diploma,655,Employed,18.03,Voluntary,No Collectioneffort,4000000,2639530.87,0.68,Default
34,Married,4,4,South,Degree,579,Unemployed,9.87,Voluntary,Calls,1760000,723844.81,0.08,Default
36,Married,3,5,Central,Degree,688,Employed,10.83,Salary,No Collectioneffort,1760000,1145147.57,0.01,No Default
24,Married,2,3,South,Degree,710,Employed,8.96,Voluntary,Reminders,880000,201674.63,0.7,No Default
19,Married,3,0,South,Degree,652,Unemployed,17.95,Salary,No Collectioneffort,1760000,794217.29,0.72,Default
22,Married,2,5,North,Diploma,568,Self-employed,8.39,Voluntary,No Collectioneffort,4000000,3880275.22,1.11,Default
38,Single,3,2,Central,Degree,573,Employed,9.88,Salary,No Collectioneffort,880000,703033.41,0.0,No Default
29,Married,4,2,Central,Diploma,567,Self-employed,9.36,Voluntary,Calls,1760000,682356.96,0.65,Default
25,Single,3,0,North,Degree,610,Self-employed,13.87,Salary,Calls,880000,774375.11,0.4,No Default
25,Divorced,5,1,South,Diploma,590,Unemployed,3.33,Salary,Calls,4000000,2197015.28,1.03,Default
36,Single,4,2,South,Diploma,619,Employed,8.98,Salary,No Collectioneffort,1760000,859992.74,0.07,No Default
25,Married,1,0,North,Diploma,723,Self-employed,19.6,Salary,Notices,880000,272364.55,0.01,No Default
31,Divorced,1,0,South,Diploma,618,Employed,6.78,Salary,Reminders,1760000,192264.93,1.03,No Default
29,Divorced,2,1,South,Degree,616,Self-employed,5.72,Salary,No Collectioneffort,1760000,1537458.84,0.55,No Default
38,Married,4,1,North,Degree,655,Unemployed,14.31,Voluntary,No Collectioneffort,1760000,1011822.7,1.96,Default
32,Married,2,0,North,Degree,682,Unemployed,9.1,Salary,Calls,880000,484451.05,0.09,No Default
18,Single,3,1,North,Degree,705,Employed,8.9,Salary,Calls,4000000,3643279.07,1.34,Default
30,Single,3,0,Central,Diploma,743,Employed,13.07,Salary,No Collectioneffort,1760000,1232441.56,1.87,Default
22,Single,3,1,Central,Diploma,614,Employed,9.33,Voluntary,No Collectioneffort,4000000,562832.74,1.36,No Default
18,Married,2,0,North,Degree,640,Self-employed,16.73,Salary,No Collectioneffort,4000000,746826.87,1.38,Default
24,Single,2,5,South,Degree,549,Unemployed,16.31,Salary,No Collectioneffort,1760000,1158732.25,0.95,Default
20,Married,2,0,South,Degree,590,Employed,7.35,Voluntary,No Collectioneffort,4000000,676882.65,0.0,No Default
37,Single,3,2,North,Diploma,636,Unemployed,15.2,Salary,No Collectioneffort,4000000,2715798.05,0.39,Default
40,Married,2,0,South,Degree,612,Employed,10.12,Voluntary,No Collectioneffort,880000,394137.34,0.32,No Default
30,Married,4,1,Central,Diploma,607,Employed,7.44,Voluntary,No Collectioneffort,1760000,401685.9,0.14,No Default
27,Married,2,0,North,Degree,601,Unemployed,13.28,Voluntary,Calls,1760000,1480220.71,1.88,Default
40,Single,3,6,South,Degree,692,Employed,9.05,Salary,No Collectioneffort,1760000,635477.61,0.67,No Default
30,Single,5,0,North,Degree,578,Unemployed,18.15,Voluntary,Notices,1760000,619054.32,1.55,Default
28,Single,3,1,North,Degree,724,Self-employed,18.67,Salary,No Collectioneffort,2000000,1606691.97,1.6,Default
32,Single,2,2,North,Degree,594,Employed,5.09,Salary,No Collectioneffort,4000000,1402270.83,1.53,No Default
22,Married,4,3,Central,Degree,726,Unemployed,3.27,Salary,Notices,1760000,863873.5,1.61,Default
36,Single,1,2,Central,Degree,580,Self-employed,19.65,Voluntary,No Collectioneffort,1760000,1335961.79,0.95,Default
17,Single,2,0,North,Degree,585,Employed,10.51,Voluntary,No Collectioneffort,1760000,844480.86,0.62,Default
28,Married,2,2,North,Degree,660,Employed,5.47,Salary,Calls,2000000,1093148.27,0.18,No Default
23,Married,2,5,Central,Diploma,648,Employed,7.84,Salary,Calls,1760000,232014.47,1.7,No Default
24,Single,3,3,South,Degree,689,Self-employed,6.35,Salary,No Collectioneffort,1760000,294268.59,0.7,No Default
25,Single,3,1,North,Degree,601,Unemployed,7.71,Salary,No Collectioneffort,2000000,1459137.78,0.17,Default
18,Single,2,1,Central,Diploma,631,Employed,17.17,Voluntary,Notices,1760000,1151842.58,1.94,Default
33,Married,2,0,South,Diploma,647,Unemployed,8.99,Voluntary,Calls,1760000,915851.56,0.47,Default
36,Married,2,2,North,Diploma,676,Unemployed,7.88,Salary,Notices,2000000,357990.73,0.76,No Default
29,Married,2,0,North,Diploma,672,Employed,8.01,Voluntary,Notices,880000,684097.87,0.09,No Default
21,Single,2,0,Central,Diploma,689,Unemployed,10.32,Salary,Reminders,4000000,2462721.05,1.57,Default
26,Married,2,1,North,Diploma,713,Employed,9.13,Salary,Calls,2000000,1722056.08,1.56,No Default
28,Married,3,0,South,Degree,643,Employed,7.56,Voluntary,No Collectioneffort,4000000,3204300.35,1.34,No Default
33,Married,3,0,North,Diploma,723,Self-employed,14.39,Salary,No Collectioneffort,2000000,805278.22,0.22,Default
37,Married,2,0,South,Degree,642,Unemployed,4.76,Salary,Notices,1760000,526822.9,0.26,No Default
22,Single,5,6,North,Degree,656,Employed,16.24,Voluntary,Reminders,4000000,596136.49,0.67,Default
19,Single,2,3,Central,Degree,668,Employed,10.73,Salary,No Collectioneffort,4000000,881575.05,1.81,No Default
31,Married,3,1,South,Diploma,652,Employed,4.94,Voluntary,No Collectioneffort,880000,213134.05,0.97,No Default
23,Single,1,0,North,Degree,686,Employed,15.04,Salary,Notices,880000,345677.85,1.11,No Default
22,Single,3,1,South,Diploma,667,Employed,12.1,Salary,No Collectioneffort,1760000,379690.97,0.37,No Default
20,Married,3,2,South,Degree,575,Unemployed,4.76,Voluntary,Notices,2000000,497805.7,1.41,Default
35,Married,3,0,North,Degree,566,Employed,7.45,Voluntary,No Collectioneffort,1760000,1485031.3,1.3,Default
21,Married,2,6,South,Diploma,666,Self-employed,10.32,Voluntary,Notices,2000000,1442198.64,0.98,Default
19,Single,2,2,Central,Diploma,606,Employed,13.91,Voluntary,Calls,2000000,641972.38,0.43,No Default
25,Single,4,6,North,Diploma,673,Self-employed,4.25,Salary,Notices,1760000,831610.65,1.8,Default
22,Single,4,1,North,Degree,567,Self-employed,12.61,Voluntary,Calls,1760000,1163963.14,0.38,Default
29,Married,2,2,North,Degree,645,Unemployed,12.38,Voluntary,No Collectioneffort,2000000,1946676.17,1.91,Default
38,Single,2,1,South,Degree,613,Unemployed,9.31,Voluntary,No Collectioneffort,4000000,768524.35,0.46,No Default
36,Married,1,0,North,Degree,674,Self-employed,12.53,Salary,No Collectioneffort,1760000,805948.27,1.91,No Default
20,Single,1,3,South,Degree,591,Employed,5.91,Salary,Notices,1760000,611307.44,1.78,No Default
18,Single,1,1,North,Diploma,676,Employed,11.29,Salary,Notices,2000000,621407.91,1.19,No Default
20,Married,2,1,North,Degree,703,Employed,16.8,Voluntary,Notices,1760000,1004446.56,1.51,Default
24,Divorced,4,1,Central,Diploma,672,Employed,9.83,Voluntary,Calls,2000000,446796.65,0.6,No Default
29,Married,3,1,Central,Diploma,665,Self-employed,5.78,Salary,No Collectioneffort,1760000,1447417.6,1.76,Default
26,Divorced,4,2,South,Diploma,697,Employed,8.9,Salary,Reminders,1760000,619990.25,1.35,No Default
34,Married,4,2,Central,Degree,691,Employed,3.86,Salary,Calls,1760000,1082352.94,0.55,No Default
25,Single,3,3,South,Degree,556,Self-employed,4.36,Salary,No Collectioneffort,2000000,1246194.93,0.88,Default
17,Single,3,5,North,Degree,703,Employed,13.22,Salary,No Collectioneffort,1760000,754213.55,1.49,Default
29,Married,5,1,North,Degree,726,Self-employed,9.35,Salary,Notices,4000000,2874694.83,1.89,No Default
34,Single,3,1,Central,Diploma,679,Unemployed,19.01,Voluntary,No Collectioneffort,1760000,1289202.85,0.15,Default
31,Single,3,1,Central,Degree,581,Unemployed,12.45,Salary,No Collectioneffort,1760000,750217.34,0.36,Default
18,Single,4,0,Central,Degree,588,Unemployed,7.05,Voluntary,Reminders,2000000,1120974.36,0.16,Default
27,Married,1,3,Central,Degree,538,Self-employed,14.81,Salary,No Collectioneffort,1760000,620008.66,1.33,Default
30,Single,3,2,Central,Degree,702,Employed,15.96,Voluntary,Notices,2000000,1430083.8,0.66,Default
38,Single,1,0,Central,Diploma,714,Unemployed,10.1,Voluntary,No Collectioneffort,1760000,1456078.99,0.27,Default
31,Married,4,4,Central,Diploma,672,Employed,12.18,Voluntary,No Collectioneffort,4000000,1619634.02,1.48,Default
30,Single,4,2,North,Diploma,689,Self-employed,16.79,Salary,Calls,4000000,3875790.42,1.83,Default
32,Married,3,0,Central,Diploma,634,Employed,13.89,Salary,No Collectioneffort,4000000,2417815.92,0.35,No Default
39,Married,3,0,South,Degree,676,Employed,14.59,Voluntary,Notices,880000,797293.03,0.31,No Default
31,Single,4,4,South,Degree,648,Self-employed,12.56,Voluntary,Calls,4000000,1110292.38,0.38,No Default
35,Married,3,1,North,Diploma,663,Self-employed,14.98,Voluntary,No Collectioneffort,4000000,2113545.1,0.66,Default
25,Single,5,6,Central,Degree,661,Employed,10.01,Voluntary,Calls,1760000,325591.23,1.14,No Default
21,Married,2,1,North,Degree,683,Employed,6.64,Salary,No Collectioneffort,4000000,3796696.76,0.6,No Default
21,Married,4,0,North,Degree,604,Self-employed,11.03,Voluntary,Calls,4000000,2413250.93,0.43,Default
27,Divorced,3,2,Central,Degree,588,Employed,15.96,Salary,No Collectioneffort,4000000,1041921.77,0.12,No Default
36,Married,2,0,North,Degree,721,Self-employed,5.93,Salary,Calls,4000000,1888508.62,0.36,No Default
40,Single,1,3,North,Degree,703,Self-employed,3.26,Salary,No Collectioneffort,4000000,889900.3,0.15,No Default
20,Married,2,2,South,Degree,681,Self-employed,7.94,Voluntary,Notices,1760000,1614037.66,0.46,Default
36,Single,4,5,Central,Degree,653,Employed,6.4,Salary,Notices,1760000,878272.79,0.2,No Default
34,Married,2,2,South,Degree,599,Employed,13.0,Voluntary,Calls,4000000,643058.42,0.35,No Default
19,Single,2,0,North,Degree,673,Self-employed,5.03,Salary,Notices,4000000,3939055.25,0.31,No Default
20,Married,3,1,South,Degree,604,Self-employed,4.51,Voluntary,No Collectioneffort,1760000,575710.89,1.11,No Default
30,Single,2,1,South,Diploma,701,Self-employed,3.97,Salary,Notices,4000000,1160118.93,1.08,No Default
23,Married,3,4,Central,Degree,587,Unemployed,13.59,Voluntary,No Collectioneffort,880000,552253.44,0.97,Default
24,Married,2,1,Central,Diploma,650,Self-employed,7.18,Salary,No Collectioneffort,880000,670220.8,1.76,No Default
40,Single,5,2,Central,Degree,682,Self-employed,3.22,Voluntary,No Collectioneffort,880000,739735.78,1.65,Default
32,Married,3,0,South,Degree,670,Unemployed,9.32,Salary,Calls,1760000,535865.06,1.84,No Default
36,Married,4,0,Central,Diploma,698,Unemployed,5.67,Salary,No Collectioneffort,4000000,2559252.15,0.99,Default
31,Single,3,1,Central,Degree,603,Employed,9.86,Voluntary,No Collectioneffort,1760000,717329.56,1.67,No Default
23,Single,2,2,Central,Degree,680,Employed,7.46,Salary,Reminders,1760000,1730264.86,1.36,No Default
33,Married,4,1,Central,Degree,634,Employed,16.36,Salary,No Collectioneffort,2000000,1877168.76,1.27,Default
38,Single,1,1,Central,Degree,657,Employed,15.95,Salary,Calls,1760000,681410.23,1.43,No Default
38,Divorced,2,0,North,Diploma,556,Self-employed,16.47,Salary,No Collectioneffort,2000000,1579268.61,1.12,Default
38,Single,2,2,Central,Degree,702,Employed,14.34,Voluntary,Calls,2000000,1758455.02,1.59,No Default
28,Single,3,0,North,Degree,600,Employed,16.32,Salary,No Collectioneffort,880000,611522.71,1.09,Default
34,Divorced,2,1,Central,Diploma,665,Employed,13.43,Voluntary,Notices,1760000,286233.11,0.25,No Default
40,Divorced,3,0,North,Degree,717,Employed,16.54,Voluntary,Notices,1760000,1122197.65,0.56,Default
30,Single,5,2,South,Degree,760,Employed,5.13,Voluntary,No Collectioneffort,4000000,1923082.08,1.87,No Default
31,Married,3,0,South,Degree,688,Employed,14.31,Salary,Notices,4000000,1593056.63,1.33,No Default
31,Single,2,5,Central,Degree,678,Employed,12.06,Salary,Calls,2000000,1052223.34,0.11,No Default
21,Married,3,1,North,Degree,693,Employed,4.92,Voluntary,No Collectioneffort,880000,238232.91,1.18,No Default
32,Married,4,2,South,Degree,625,Self-employed,16.7,Voluntary,Calls,4000000,947832.74,0.97,Default
21,Single,2,4,North,Degree,650,Employed,9.08,Voluntary,Calls,880000,383712.88,0.33,Default
18,Single,1,0,South,Degree,693,Self-employed,13.25,Voluntary,No Collectioneffort,1760000,549284.24,1.84,No Default
36,Single,1,1,North,Diploma,639,Self-employed,8.34,Voluntary,Reminders,2000000,731271.3,0.71,No Default
25,Single,3,4,South,Diploma,555,Unemployed,9.52,Salary,Calls,880000,766955.38,1.28,Default
38,Single,3,1,North,Degree,711,Self-employed,10.06,Voluntary,No Collectioneffort,880000,482718.28,0.37,Default
25,Married,3,1,Central,Degree,685,Self-employed,6.67,Voluntary,Notices,880000,509925.13,1.87,Default
20,Single,3,1,North,Degree,592,Employed,13.07,Salary,No Collectioneffort,1760000,1528614.52,1.45,Default
31,Married,3,1,South,Degree,591,Self-employed,9.26,Salary,Notices,2000000,1804805.7,1.24,Default
27,Married,3,2,South,Degree,666,Self-employed,8.69,Salary,No Collectioneffort,4000000,3808927.4,0.81,No Default
17,Married,3,0,South,Diploma,829,Unemployed,5.81,Salary,Notices,2000000,1875820.31,0.79,Default
